balancingact.20six.co.uk	0.10543435957555204	0.16055335337429075
blogglebobble.20six.co.uk	0.12471244741026968	0.16036322424857305
brandsuicide.20six.co.uk	0.11729266273740095	0.16004612602380838
ambermusings.20six.co.uk	0.15512430873804475	0.15978184513558893
ruby.20six.co.uk	0.15513181111504096	0.1597743681036839
coolrunnings.20six.co.uk	0.15514433599552133	0.15976426525322074
20six.co.uk	0.15510221056818274	0.15976250579270732
azeem.20six.co.uk	0.155082783756451	0.15970531566486038
martini.20six.co.uk	0.15515666500525307	0.15970247349825353
negrito.20six.co.uk	0.15515104938932192	0.1596975465013516
oneideaperday.20six.co.uk	0.155157730116079	0.15969490724654828
millionpieces.20six.co.uk	0.09764075433354664	0.15933889863232803
twistedkites.20six.co.uk	0.12470012298420745	0.15922383096298398
fucu.20six.co.uk	0.15206928521220592	0.15915412920843564
boredom.20six.co.uk	0.15142536194375755	0.15907380715387642
nolita.20six.co.uk	0.15044823316261127	0.1590639363547573
amegrito.20six.co.uk	0.15507204161274118	0.15858988003244362
cheesynipples.20six.co.uk	0.15461815384305286	0.15828323691198967
r0y.20six.co.uk	0.14570356700787923	0.15811924444111908
frankandalice.20six.co.uk	0.15268983148380783	0.15793407179003813
anonymous.20six.co.uk	0.14983691003364658	0.15764640377737899
qianqitian.20six.co.uk	0.14211260357916244	0.1574622743788858
talesoferror.20six.co.uk	0.15183098785607094	0.15722276940755414
yoshimi.20six.co.uk	0.1429949435869177	0.15681286381948414
deadlock.20six.co.uk	0.1388211923734261	0.15627695199638222
akihabara.20six.co.uk	0.1344104703714835	0.15604139143136225
jewelzhou.20six.co.uk	0.14014389111453843	0.155682101236582
themessage.20six.co.uk	0.1260208383929108	0.15385292335232315
studentlifeis.20six.co.uk	0.125873586190466	0.15363500722085985
brooklyn.20six.co.uk	0.1414040582748329	0.15281188657919653
merryhill.20six.co.uk	0.15156080829785132	0.15095231937558767
loesjeuk.20six.co.uk	0.15384503316006223	0.14598790598909003
gabrieljaraba2004.20six.co.uk	0.10111321736975958	0.14547689678990725
roundtheworld.20six.co.uk	0.14916237816587882	0.14468430869289123
derbydave.20six.co.uk	0.15600334893127318	0.14104208881575242
www.20six.co.uk	0.007379875513894207	0.13959282439823645
ruggrat.20six.co.uk	0.15621723697570003	0.13730649406534634
beingmeblog.20six.co.uk	0.15527632064421	0.1312448891455252
pepsijunkie.20six.co.uk	0.15489575282788703	0.1309099290350861
villageidiot.20six.co.uk	0.1560187098793795	0.1307151191377676
mkelley.20six.co.uk	0.15301228779161374	0.1284925650055787
hoohoonick.20six.co.uk	0.15567068222408562	0.12156332710424271
divinegypsy.20six.co.uk	0.14782730589140333	0.11817132379997905
www.platform27.co.uk	0.15536469789655577	0.03641556904523381
alexwy.20six.co.uk	0.1486889263839323	0.02763533891974972
blogs.guardian.co.uk	0.006644894939971896	0.02689697544551513
www.virginradio.co.uk	0.005785503791925584	0.023381992161027577
www.indymedia.org.uk	0.007245810280539241	0.014540973661267312
www.ffbooks.co.uk	0.09848103470850625	0.013210205058762635
www.itchyleeds.co.uk	0.09386243143345564	0.01316698875999113
news.bbc.co.uk	0.005455367373507183	0.011994936105087334
moblog.co.uk	0.08073236336769832	0.011653534092680065
users.ox.ac.uk	0.004436180818619829	0.011542207522514487
www.informedconsent.co.uk	0.036941036288161706	0.011255021729870885
www.bobkingsley.co.uk	0.07178247451952906	0.010783811388585397
www.bbc.co.uk	6.961140108553535E-4	0.010735061252159648
www.teachingandlearningresources.co.uk	0.06683905784766903	0.010414900630833763
www.guardian.co.uk	0.00257392372544089	0.010356159118277263
basic1.easily.co.uk	0.07024404943484962	0.009974474003459183
www.journalism.co.uk	0.006423408616192332	0.009556345559328326
www.timesonline.co.uk	0.00704501068797366	0.009502327354677709
www.le.ac.uk	0.005113104415757425	0.009471324649617047
education.guardian.co.uk	0.0060330690317568405	0.009454661127794245
myweb.tiscali.co.uk	0.004038067117498757	0.009266736727887644
politics.guardian.co.uk	0.004289197769583171	0.008949207989811624
www.melonfarmers.co.uk	0.055165150786498834	0.00865951371439982
www.cnvill.demon.co.uk	0.054028440879210465	0.008384269433364358
blogs.warwick.ac.uk	0.017828242708377153	0.00808377216319247
www.theanswerbank.co.uk	0.017045816722190018	0.008071070023051524
technology.timesonline.co.uk	0.03193400010831942	0.007972519056664431
www.hw.ac.uk	0.007484832024786273	0.007778314152147667
www.lse.ac.uk	0.005427553272011119	0.007720005343570644
www.theregister.co.uk	5.554872913587435E-4	0.007708965591024993
www.bfi.org.uk	0.005391492820137282	0.007649185733183176
www.hero.ac.uk	0.005509457410885575	0.007576341963275673
observer.guardian.co.uk	0.0017262908700496442	0.007322150050085742
www.tuc.org.uk	0.005862916500576465	0.007241137486991388
money.guardian.co.uk	0.008381262167789104	0.007011045346187921
news.google.co.uk	0.011656456519794538	0.006970897102865324
technology.guardian.co.uk	0.006159059351081779	0.0065509892122378385
travel.guardian.co.uk	0.005973600143647324	0.006516197509222067
members.fortunecity.co.uk	0.05211379444808282	0.0065074351911304455
www.physics.gla.ac.uk	0.05147118984972844	0.006496000565212627
www.50connect.co.uk	0.022513687477106838	0.006387004503834181
www.mirror.co.uk	0.0016358002948413395	0.006285301319074153
